A,B,C,Step,InitCondNum,State
1,0,0,85,1,100
1,0,0,86,1,100
1,0,0,87,1,100
1,0,0,88,1,100
1,0,0,89,1,100
1,0,0,90,1,100
1,0,0,91,1,100
1,0,0,92,1,100
1,0,0,93,1,100
1,0,0,94,1,100
1,0,0,95,1,100
1,0,0,96,1,100
1,0,0,97,1,100
1,0,0,98,1,100
1,0,0,99,1,100
1,0,0,100,1,100
1,0,0,101,1,100
1,0,0,1,2,100
1,0,0,2,2,100
1,0,0,3,2,100
1,0,0,4,2,100
1,0,0,5,2,100
1,0,0,6,2,100
1,0,0,7,2,100
1,0,0,8,2,100
1,0,0,9,2,100
1,0,0,10,2,100
1,0,0,11,2,100
1,0,0,12,2,100
1,0,0,13,2,100
1,0,0,14,2,100
1,0,0,15,2,100
1,0,0,16,2,100
1,0,0,17,2,100
1,0,0,18,2,100
1,0,0,19,2,100
1,0,0,20,2,100
1,0,0,21,2,100
1,0,0,22,2,100
1,0,0,23,2,100
1,0,0,24,2,100
1,0,0,25,2,100
1,0,0,26,2,100
1,0,0,27,2,100
1,0,0,28,2,100
1,0,0,29,2,100
1,0,0,30,2,100
1,0,0,31,2,100
1,0,0,32,2,100
1,0,0,33,2,100
1,0,0,34,2,100
1,0,0,35,2,100
1,0,0,36,2,100
1,0,0,37,2,100
1,0,0,38,2,100
1,0,0,39,2,100
1,0,0,40,2,100
1,0,0,41,2,100
1,0,0,42,2,100
1,0,0,43,2,100
1,0,0,44,2,100
1,0,0,45,2,100
1,0,0,46,2,100
1,0,0,47,2,100
1,0,0,48,2,100
1,0,0,49,2,100
1,0,0,50,2,100
1,0,0,51,2,100
1,0,0,52,2,100
1,0,0,53,2,100
1,0,0,54,2,100
1,0,0,55,2,100
1,0,0,56,2,100
1,0,0,57,2,100
1,0,0,58,2,100
1,0,0,59,2,100
1,0,0,60,2,100
1,0,0,61,2,100
1,0,0,62,2,100
1,0,0,63,2,100
1,0,0,64,2,100
1,0,0,65,2,100
1,0,0,66,2,100
1,0,0,67,2,100
1,0,0,68,2,100
1,0,0,69,2,100
1,0,0,70,2,100
1,0,0,71,2,100
1,0,0,72,2,100
1,0,0,73,2,100
1,0,0,74,2,100
1,0,0,75,2,100
1,0,0,76,2,100
1,0,0,77,2,100
1,0,0,78,2,100
1,0,0,79,2,100
1,0,0,80,2,100
1,0,0,81,2,100
1,0,0,82,2,100
1,0,0,83,2,100
1,0,0,84,2,100
1,0,0,85,2,100
1,0,0,86,2,100
1,0,0,87,2,100
1,0,0,88,2,100
1,0,0,89,2,100
1,0,0,90,2,100
1,0,0,91,2,100
1,0,0,92,2,100
1,0,0,93,2,100
1,0,0,94,2,100
1,0,0,95,2,100
1,0,0,96,2,100
1,0,0,97,2,100
1,0,0,98,2,100
1,0,0,99,2,100
1,0,0,100,2,100
1,0,0,101,2,100
1,1,0,1,3,110
0,0,0,2,3,000
1,1,1,3,3,111
0,0,0,4,3,000
1,1,1,5,3,111
0,0,0,6,3,000
1,1,1,7,3,111
0,0,0,8,3,000
1,1,1,9,3,111
0,0,0,10,3,000
1,1,1,11,3,111
0,0,0,12,3,000
1,1,1,13,3,111
0,0,0,14,3,000
1,1,1,15,3,111
0,0,0,16,3,000
1,1,1,17,3,111
0,0,0,18,3,000
1,1,1,19,3,111
0,0,0,20,3,000
1,1,1,21,3,111
0,0,0,22,3,000
1,1,1,23,3,111
0,0,0,24,3,000
1,1,1,25,3,111
0,0,0,26,3,000
1,1,1,27,3,111
0,0,0,28,3,000
1,1,1,29,3,111
0,0,0,30,3,000
1,1,1,31,3,111
0,0,0,32,3,000
1,1,1,33,3,111
0,0,0,34,3,000
1,1,1,35,3,111
0,0,0,36,3,000
1,1,1,37,3,111
0,0,0,38,3,000
1,1,1,39,3,111
0,0,0,40,3,000
1,1,1,41,3,111
0,0,0,42,3,000
1,1,1,43,3,111
0,0,0,44,3,000
1,1,1,45,3,111
0,0,0,46,3,000
1,1,1,47,3,111
0,0,0,48,3,000
1,1,1,49,3,111
0,0,0,50,3,000
1,1,1,51,3,111
0,0,0,52,3,000
1,1,1,53,3,111
0,0,0,54,3,000
1,1,1,55,3,111
0,0,0,56,3,000
1,1,1,57,3,111
0,0,0,58,3,000
1,1,1,59,3,111
0,0,0,60,3,000
1,1,1,61,3,111
0,0,0,62,3,000
1,1,1,63,3,111
0,0,0,64,3,000
1,1,1,65,3,111
0,0,0,66,3,000
1,1,1,67,3,111
0,0,0,68,3,000
1,1,1,69,3,111
0,0,0,70,3,000
1,1,1,71,3,111
0,0,0,72,3,000
1,1,1,73,3,111
0,0,0,74,3,000
1,1,1,75,3,111
0,0,0,76,3,000
1,1,1,77,3,111
0,0,0,78,3,000
1,1,1,79,3,111
0,0,0,80,3,000
1,1,1,81,3,111
0,0,0,82,3,000
1,1,1,83,3,111
0,0,0,84,3,000
1,1,1,85,3,111
0,0,0,86,3,000
1,1,1,87,3,111
0,0,0,88,3,000
1,1,1,89,3,111
0,0,0,90,3,000
1,1,1,91,3,111
0,0,0,92,3,000
1,1,1,93,3,111
0,0,0,94,3,000
1,1,1,95,3,111
0,0,0,96,3,000
1,1,1,97,3,111
0,0,0,98,3,000
1,1,1,99,3,111
0,0,0,100,3,000
1,1,1,101,3,111
1,0,1,1,4,101
0,0,0,2,4,000
1,1,1,3,4,111
0,0,0,4,4,000
1,1,1,5,4,111
0,0,0,6,4,000
1,1,1,7,4,111
0,0,0,8,4,000
1,1,1,9,4,111
0,0,0,10,4,000
1,1,1,11,4,111
0,0,0,12,4,000
1,1,1,13,4,111
0,0,0,14,4,000
1,1,1,15,4,111
0,0,0,16,4,000
1,1,1,17,4,111
0,0,0,18,4,000
1,1,1,19,4,111
0,0,0,20,4,000
1,1,1,21,4,111
0,0,0,22,4,000
1,1,1,23,4,111
0,0,0,24,4,000
1,1,1,25,4,111
0,0,0,26,4,000
1,1,1,27,4,111
0,0,0,28,4,000
1,1,1,29,4,111
0,0,0,30,4,000
1,1,1,31,4,111
0,0,0,32,4,000
1,1,1,33,4,111
0,0,0,34,4,000
1,1,1,35,4,111
0,0,0,36,4,000
1,1,1,37,4,111
0,0,0,38,4,000
1,1,1,39,4,111
0,0,0,40,4,000
1,1,1,41,4,111
0,0,0,42,4,000
1,1,1,43,4,111
0,0,0,44,4,000
1,1,1,45,4,111
0,0,0,46,4,000
1,1,1,47,4,111
0,0,0,48,4,000
1,1,1,49,4,111
0,0,0,50,4,000
1,1,1,51,4,111
0,0,0,52,4,000
1,1,1,53,4,111
0,0,0,54,4,000
1,1,1,55,4,111
0,0,0,56,4,000
1,1,1,57,4,111
0,0,0,58,4,000
1,1,1,59,4,111
0,0,0,60,4,000
1,1,1,61,4,111
0,0,0,62,4,000
1,1,1,63,4,111
0,0,0,64,4,000
1,1,1,65,4,111
0,0,0,66,4,000
1,1,1,67,4,111
0,0,0,68,4,000
1,1,1,69,4,111
0,0,0,70,4,000
1,1,1,71,4,111
0,0,0,72,4,000
1,1,1,73,4,111
0,0,0,74,4,000
1,1,1,75,4,111
0,0,0,76,4,000
1,1,1,77,4,111
0,0,0,78,4,000
1,1,1,79,4,111
0,0,0,80,4,000
1,1,1,81,4,111
0,0,0,82,4,000
1,1,1,83,4,111
0,0,0,84,4,000
1,1,1,85,4,111
0,0,0,86,4,000
1,1,1,87,4,111
0,0,0,88,4,000
1,1,1,89,4,111
0,0,0,90,4,000
1,1,1,91,4,111
0,0,0,92,4,000
1,1,1,93,4,111
0,0,0,94,4,000
1,1,1,95,4,111
0,0,0,96,4,000
1,1,1,97,4,111
0,0,0,98,4,000
1,1,1,99,4,111
0,0,0,100,4,000
1,1,1,101,4,111
0,1,1,1,5,011
0,0,0,2,5,000
1,1,1,3,5,111
0,0,0,4,5,000
1,1,1,5,5,111
0,0,0,6,5,000
1,1,1,7,5,111
0,0,0,8,5,000
1,1,1,9,5,111
0,0,0,10,5,000
1,1,1,11,5,111
0,0,0,12,5,000
1,1,1,13,5,111
0,0,0,14,5,000
1,1,1,15,5,111
0,0,0,16,5,000
1,1,1,17,5,111
0,0,0,18,5,000
1,1,1,19,5,111
0,0,0,20,5,000
1,1,1,21,5,111
0,0,0,22,5,000
1,1,1,23,5,111
0,0,0,24,5,000
1,1,1,25,5,111
0,0,0,26,5,000
1,1,1,27,5,111
0,0,0,28,5,000
1,1,1,29,5,111
0,0,0,30,5,000
1,1,1,31,5,111
0,0,0,32,5,000
1,1,1,33,5,111
0,0,0,34,5,000
1,1,1,35,5,111
0,0,0,36,5,000
1,1,1,37,5,111
0,0,0,38,5,000
1,1,1,39,5,111
0,0,0,40,5,000
1,1,1,41,5,111
0,0,0,42,5,000
1,1,1,43,5,111
0,0,0,44,5,000
1,1,1,45,5,111
0,0,0,46,5,000
1,1,1,47,5,111
0,0,0,48,5,000
1,1,1,49,5,111
0,0,0,50,5,000
1,1,1,51,5,111
0,0,0,52,5,000
1,1,1,53,5,111
0,0,0,54,5,000
1,1,1,55,5,111
0,0,0,56,5,000
1,1,1,57,5,111
0,0,0,58,5,000
1,1,1,59,5,111
0,0,0,60,5,000
1,1,1,61,5,111
0,0,0,62,5,000
1,1,1,63,5,111
0,0,0,64,5,000
1,1,1,65,5,111
0,0,0,66,5,000
1,1,1,67,5,111
0,0,0,68,5,000
1,1,1,69,5,111
0,0,0,70,5,000
1,1,1,71,5,111
0,0,0,72,5,000
1,1,1,73,5,111
0,0,0,74,5,000
1,1,1,75,5,111
0,0,0,76,5,000
1,1,1,77,5,111
0,0,0,78,5,000
1,1,1,79,5,111
0,0,0,80,5,000
1,1,1,81,5,111
0,0,0,82,5,000
1,1,1,83,5,111
0,0,0,84,5,000
1,1,1,85,5,111
0,0,0,86,5,000
1,1,1,87,5,111
0,0,0,88,5,000
1,1,1,89,5,111
0,0,0,90,5,000
1,1,1,91,5,111
0,0,0,92,5,000
1,1,1,93,5,111
0,0,0,94,5,000
1,1,1,95,5,111
0,0,0,96,5,000
1,1,1,97,5,111
0,0,0,98,5,000
1,1,1,99,5,111
0,0,0,100,5,000
1,1,1,101,5,111
0,0,0,1,6,000
1,1,1,2,6,111
0,0,0,3,6,000
1,1,1,4,6,111
0,0,0,5,6,000
1,1,1,6,6,111
0,0,0,7,6,000
1,1,1,8,6,111
0,0,0,9,6,000
1,1,1,10,6,111
0,0,0,11,6,000
1,1,1,12,6,111
0,0,0,13,6,000
1,1,1,14,6,111
0,0,0,15,6,000
1,1,1,16,6,111
0,0,0,17,6,000
1,1,1,18,6,111
0,0,0,19,6,000
1,1,1,20,6,111
0,0,0,21,6,000
1,1,1,22,6,111
0,0,0,23,6,000
1,1,1,24,6,111
0,0,0,25,6,000
1,1,1,26,6,111
0,0,0,27,6,000
1,1,1,28,6,111
0,0,0,29,6,000
1,1,1,30,6,111
0,0,0,31,6,000
1,1,1,32,6,111
0,0,0,33,6,000
1,1,1,34,6,111
0,0,0,35,6,000
1,1,1,36,6,111
0,0,0,37,6,000
1,1,1,38,6,111
0,0,0,39,6,000
1,1,1,40,6,111
0,0,0,41,6,000
1,1,1,42,6,111
0,0,0,43,6,000
1,1,1,44,6,111
0,0,0,45,6,000
1,1,1,46,6,111
0,0,0,47,6,000
1,1,1,48,6,111
0,0,0,49,6,000
1,1,1,50,6,111
0,0,0,51,6,000
1,1,1,52,6,111
0,0,0,53,6,000
1,1,1,54,6,111
0,0,0,55,6,000
1,1,1,56,6,111
0,0,0,57,6,000
1,1,1,58,6,111
0,0,0,59,6,000
1,1,1,60,6,111
0,0,0,61,6,000
1,1,1,62,6,111
0,0,0,63,6,000
1,1,1,64,6,111
0,0,0,65,6,000
1,1,1,66,6,111
0,0,0,67,6,000
1,1,1,68,6,111
0,0,0,69,6,000
1,1,1,70,6,111
0,0,0,71,6,000
1,1,1,72,6,111
0,0,0,73,6,000
1,1,1,74,6,111
0,0,0,75,6,000
1,1,1,76,6,111
0,0,0,77,6,000
1,1,1,78,6,111
0,0,0,79,6,000
1,1,1,80,6,111
0,0,0,81,6,000
1,1,1,82,6,111
0,0,0,83,6,000
1,1,1,84,6,111
0,0,0,85,6,000
1,1,1,86,6,111
0,0,0,87,6,000
1,1,1,88,6,111
0,0,0,89,6,000
1,1,1,90,6,111
0,0,0,91,6,000
1,1,1,92,6,111
0,0,0,93,6,000
1,1,1,94,6,111
0,0,0,95,6,000
1,1,1,96,6,111
0,0,0,97,6,000
1,1,1,98,6,111
0,0,0,99,6,000
1,1,1,100,6,111
0,0,0,101,6,000
0,0,0,1,7,000
1,1,1,2,7,111
0,0,0,3,7,000
1,1,1,4,7,111
0,0,0,5,7,000
1,1,1,6,7,111
0,0,0,7,7,000
1,1,1,8,7,111
0,0,0,9,7,000
1,1,1,10,7,111
0,0,0,11,7,000
1,1,1,12,7,111
0,0,0,13,7,000
1,1,1,14,7,111
0,0,0,15,7,000
1,1,1,16,7,111
0,0,0,17,7,000
1,1,1,18,7,111
0,0,0,19,7,000
1,1,1,20,7,111
0,0,0,21,7,000
1,1,1,22,7,111
0,0,0,23,7,000
1,1,1,24,7,111
0,0,0,25,7,000
1,1,1,26,7,111
0,0,0,27,7,000
1,1,1,28,7,111
0,0,0,29,7,000
1,1,1,30,7,111
0,0,0,31,7,000
1,1,1,32,7,111
0,0,0,33,7,000
1,1,1,34,7,111
0,0,0,35,7,000
1,1,1,36,7,111
0,0,0,37,7,000
1,1,1,38,7,111
0,0,0,39,7,000
1,1,1,40,7,111
0,0,0,41,7,000
1,1,1,42,7,111
0,0,0,43,7,000
1,1,1,44,7,111
0,0,0,45,7,000
1,1,1,46,7,111
0,0,0,47,7,000
1,1,1,48,7,111
0,0,0,49,7,000
1,1,1,50,7,111
0,0,0,51,7,000
1,1,1,52,7,111
0,0,0,53,7,000
1,1,1,54,7,111
0,0,0,55,7,000
1,1,1,56,7,111
0,0,0,57,7,000
1,1,1,58,7,111
0,0,0,59,7,000
1,1,1,60,7,111
0,0,0,61,7,000
1,1,1,62,7,111
0,0,0,63,7,000
1,1,1,64,7,111
0,0,0,65,7,000
1,1,1,66,7,111
0,0,0,67,7,000
1,1,1,68,7,111
0,0,0,69,7,000
1,1,1,70,7,111
0,0,0,71,7,000
1,1,1,72,7,111
0,0,0,73,7,000
1,1,1,74,7,111
0,0,0,75,7,000
1,1,1,76,7,111
0,0,0,77,7,000
1,1,1,78,7,111
0,0,0,79,7,000
1,1,1,80,7,111
0,0,0,81,7,000
1,1,1,82,7,111
0,0,0,83,7,000
1,1,1,84,7,111
0,0,0,85,7,000
1,1,1,86,7,111
0,0,0,87,7,000
1,1,1,88,7,111
0,0,0,89,7,000
1,1,1,90,7,111
0,0,0,91,7,000
1,1,1,92,7,111
0,0,0,93,7,000
1,1,1,94,7,111
0,0,0,95,7,000
1,1,1,96,7,111
0,0,0,97,7,000
1,1,1,98,7,111
0,0,0,99,7,000
1,1,1,100,7,111
0,0,0,101,7,000
1,1,1,1,8,111
0,0,0,2,8,000
1,1,1,3,8,111
0,0,0,4,8,000
1,1,1,5,8,111
0,0,0,6,8,000
1,1,1,7,8,111
0,0,0,8,8,000
1,1,1,9,8,111
0,0,0,10,8,000
1,1,1,11,8,111
0,0,0,12,8,000
1,1,1,13,8,111
0,0,0,14,8,000
1,1,1,15,8,111
0,0,0,16,8,000
1,1,1,17,8,111
0,0,0,18,8,000
1,1,1,19,8,111
0,0,0,20,8,000
1,1,1,21,8,111
0,0,0,22,8,000
1,1,1,23,8,111
0,0,0,24,8,000
1,1,1,25,8,111
0,0,0,26,8,000
1,1,1,27,8,111
0,0,0,28,8,000
1,1,1,29,8,111
0,0,0,30,8,000
1,1,1,31,8,111
0,0,0,32,8,000
1,1,1,33,8,111
0,0,0,34,8,000
1,1,1,35,8,111
0,0,0,36,8,000
1,1,1,37,8,111
0,0,0,38,8,000
1,1,1,39,8,111
0,0,0,40,8,000
1,1,1,41,8,111
0,0,0,42,8,000
1,1,1,43,8,111
0,0,0,44,8,000
1,1,1,45,8,111
0,0,0,46,8,000
1,1,1,47,8,111
0,0,0,48,8,000
1,1,1,49,8,111
0,0,0,50,8,000
1,1,1,51,8,111
0,0,0,52,8,000
1,1,1,53,8,111
0,0,0,54,8,000
1,1,1,55,8,111
0,0,0,56,8,000
1,1,1,57,8,111
0,0,0,58,8,000
1,1,1,59,8,111
0,0,0,60,8,000
1,1,1,61,8,111
0,0,0,62,8,000
1,1,1,63,8,111
0,0,0,64,8,000
1,1,1,65,8,111
0,0,0,66,8,000
1,1,1,67,8,111
0,0,0,68,8,000
1,1,1,69,8,111
0,0,0,70,8,000
1,1,1,71,8,111
0,0,0,72,8,000
1,1,1,73,8,111
0,0,0,74,8,000
1,1,1,75,8,111
0,0,0,76,8,000
1,1,1,77,8,111
0,0,0,78,8,000
1,1,1,79,8,111
0,0,0,80,8,000
1,1,1,81,8,111
0,0,0,82,8,000
1,1,1,83,8,111
0,0,0,84,8,000
1,1,1,85,8,111
0,0,0,86,8,000
1,1,1,87,8,111
0,0,0,88,8,000
1,1,1,89,8,111
0,0,0,90,8,000
1,1,1,91,8,111
0,0,0,92,8,000
1,1,1,93,8,111
0,0,0,94,8,000
1,1,1,95,8,111
0,0,0,96,8,000
1,1,1,97,8,111
0,0,0,98,8,000
1,1,1,99,8,111
0,0,0,100,8,000
1,1,1,101,8,111
1,1,0,1,9,110
0,0,0,2,9,000
1,1,1,3,9,111
0,0,0,4,9,000
1,1,1,5,9,111
0,0,0,6,9,000
1,1,1,7,9,111
0,0,0,8,9,000
1,1,1,9,9,111
0,0,0,10,9,000
1,1,1,11,9,111
0,0,0,12,9,000
1,1,1,13,9,111
0,0,0,14,9,000
1,1,1,15,9,111
0,0,0,16,9,000
1,1,1,17,9,111
0,0,0,18,9,000
1,1,1,19,9,111
0,0,0,20,9,000
1,1,1,21,9,111
0,0,0,22,9,000
1,1,1,23,9,111
0,0,0,24,9,000
1,1,1,25,9,111
0,0,0,26,9,000
1,1,1,27,9,111
0,0,0,28,9,000
1,1,1,29,9,111
0,0,0,30,9,000
1,1,1,31,9,111
0,0,0,32,9,000
1,1,1,33,9,111
0,0,0,34,9,000
1,1,1,35,9,111
0,0,0,36,9,000
1,1,1,37,9,111
0,0,0,38,9,000
1,1,1,39,9,111
0,0,0,40,9,000
1,1,1,41,9,111
0,0,0,42,9,000
1,1,1,43,9,111
0,0,0,44,9,000
1,1,1,45,9,111
0,0,0,46,9,000
1,1,1,47,9,111
0,0,0,48,9,000
1,1,1,49,9,111
0,0,0,50,9,000
1,1,1,51,9,111
0,0,0,52,9,000
1,1,1,53,9,111
0,0,0,54,9,000
1,1,1,55,9,111
0,0,0,56,9,000
1,1,1,57,9,111
0,0,0,58,9,000
1,1,1,59,9,111
0,0,0,60,9,000
1,1,1,61,9,111
0,0,0,62,9,000
1,1,1,63,9,111
0,0,0,64,9,000
1,1,1,65,9,111
0,0,0,66,9,000
1,1,1,67,9,111
0,0,0,68,9,000
1,1,1,69,9,111
0,0,0,70,9,000
1,1,1,71,9,111
0,0,0,72,9,000
1,1,1,73,9,111
0,0,0,74,9,000
1,1,1,75,9,111
0,0,0,76,9,000
1,1,1,77,9,111
0,0,0,78,9,000
1,1,1,79,9,111
0,0,0,80,9,000
1,1,1,81,9,111
0,0,0,82,9,000
1,1,1,83,9,111
0,0,0,84,9,000
1,1,1,85,9,111
0,0,0,86,9,000
1,1,1,87,9,111
0,0,0,88,9,000
1,1,1,89,9,111
0,0,0,90,9,000
1,1,1,91,9,111
0,0,0,92,9,000
1,1,1,93,9,111
0,0,0,94,9,000
1,1,1,95,9,111
0,0,0,96,9,000
1,1,1,97,9,111
0,0,0,98,9,000
1,1,1,99,9,111
0,0,0,100,9,000
1,1,1,101,9,111
1,0,0,1,10,100
1,0,0,2,10,100
1,0,0,3,10,100
1,0,0,4,10,100
1,0,0,5,10,100
1,0,0,6,10,100
1,0,0,7,10,100
1,0,0,8,10,100
1,0,0,9,10,100
1,0,0,10,10,100
1,0,0,11,10,100
1,0,0,12,10,100
1,0,0,13,10,100
1,0,0,14,10,100
1,0,0,15,10,100
1,0,0,16,10,100
1,0,0,17,10,100
1,0,0,18,10,100
1,0,0,19,10,100
1,0,0,20,10,100
1,0,0,21,10,100
1,0,0,22,10,100
1,0,0,23,10,100
1,0,0,24,10,100
1,0,0,25,10,100
1,0,0,26,10,100
1,0,0,27,10,100
1,0,0,28,10,100
1,0,0,29,10,100
1,0,0,30,10,100
1,0,0,31,10,100
1,0,0,32,10,100
1,0,0,33,10,100
1,0,0,34,10,100
1,0,0,35,10,100
1,0,0,36,10,100
1,0,0,37,10,100
1,0,0,38,10,100
1,0,0,39,10,100
1,0,0,40,10,100
1,0,0,41,10,100
1,0,0,42,10,100
1,0,0,43,10,100
1,0,0,44,10,100
1,0,0,45,10,100
1,0,0,46,10,100
1,0,0,47,10,100
1,0,0,48,10,100
1,0,0,49,10,100
1,0,0,50,10,100
1,0,0,51,10,100
1,0,0,52,10,100
1,0,0,53,10,100
1,0,0,54,10,100
1,0,0,55,10,100
1,0,0,56,10,100
1,0,0,57,10,100
1,0,0,58,10,100
1,0,0,59,10,100
1,0,0,60,10,100
1,0,0,61,10,100
1,0,0,62,10,100
1,0,0,63,10,100
1,0,0,64,10,100
1,0,0,65,10,100
1,0,0,66,10,100
1,0,0,67,10,100
1,0,0,68,10,100
1,0,0,69,10,100
1,0,0,70,10,100
1,0,0,71,10,100
1,0,0,72,10,100
1,0,0,73,10,100
1,0,0,74,10,100
1,0,0,75,10,100
1,0,0,76,10,100
1,0,0,77,10,100
1,0,0,78,10,100
1,0,0,79,10,100
1,0,0,80,10,100
1,0,0,81,10,100
1,0,0,82,10,100
1,0,0,83,10,100
1,0,0,84,10,100
1,0,0,85,10,100
1,0,0,86,10,100
1,0,0,87,10,100
1,0,0,88,10,100
1,0,0,89,10,100
1,0,0,90,10,100
1,0,0,91,10,100
1,0,0,92,10,100
1,0,0,93,10,100
1,0,0,94,10,100
1,0,0,95,10,100
1,0,0,96,10,100
1,0,0,97,10,100
1,0,0,98,10,100
1,0,0,99,10,100
1,0,0,100,10,100
1,0,0,101,10,100
1,0,1,1,11,101
0,0,0,2,11,000
1,1,1,3,11,111
0,0,0,4,11,000
1,1,1,5,11,111
0,0,0,6,11,000
1,1,1,7,11,111
0,0,0,8,11,000
1,1,1,9,11,111
0,0,0,10,11,000
1,1,1,11,11,111
0,0,0,12,11,000
1,1,1,13,11,111
0,0,0,14,11,000
1,1,1,15,11,111
0,0,0,16,11,000
1,1,1,17,11,111
0,0,0,18,11,000
1,1,1,19,11,111
0,0,0,20,11,000
1,1,1,21,11,111
0,0,0,22,11,000
1,1,1,23,11,111
0,0,0,24,11,000
1,1,1,25,11,111
0,0,0,26,11,000
1,1,1,27,11,111
0,0,0,28,11,000
1,1,1,29,11,111
0,0,0,30,11,000
1,1,1,31,11,111
0,0,0,32,11,000
1,1,1,33,11,111
0,0,0,34,11,000
1,1,1,35,11,111
0,0,0,36,11,000
1,1,1,37,11,111
0,0,0,38,11,000
1,1,1,39,11,111
0,0,0,40,11,000
1,1,1,41,11,111
0,0,0,42,11,000
1,1,1,43,11,111
0,0,0,44,11,000
1,1,1,45,11,111
0,0,0,46,11,000
1,1,1,47,11,111
0,0,0,48,11,000
1,1,1,49,11,111
0,0,0,50,11,000
1,1,1,51,11,111
0,0,0,52,11,000
1,1,1,53,11,111
0,0,0,54,11,000
1,1,1,55,11,111
0,0,0,56,11,000
1,1,1,57,11,111
0,0,0,58,11,000
1,1,1,59,11,111
0,0,0,60,11,000
1,1,1,61,11,111
0,0,0,62,11,000
1,1,1,63,11,111
0,0,0,64,11,000
1,1,1,65,11,111
0,0,0,66,11,000
1,1,1,67,11,111
0,0,0,68,11,000
1,1,1,69,11,111
0,0,0,70,11,000
1,1,1,71,11,111
0,0,0,72,11,000
1,1,1,73,11,111
0,0,0,74,11,000
1,1,1,75,11,111
0,0,0,76,11,000
1,1,1,77,11,111
0,0,0,78,11,000
1,1,1,79,11,111
0,0,0,80,11,000
1,1,1,81,11,111
0,0,0,82,11,000
1,1,1,83,11,111
0,0,0,84,11,000
1,1,1,85,11,111
0,0,0,86,11,000
1,1,1,87,11,111
0,0,0,88,11,000
1,1,1,89,11,111
0,0,0,90,11,000
1,1,1,91,11,111
0,0,0,92,11,000
1,1,1,93,11,111
0,0,0,94,11,000
1,1,1,95,11,111
0,0,0,96,11,000
1,1,1,97,11,111
0,0,0,98,11,000
1,1,1,99,11,111
0,0,0,100,11,000
1,1,1,101,11,111
1,1,0,1,12,110
0,0,0,2,12,000
1,1,1,3,12,111
0,0,0,4,12,000
1,1,1,5,12,111
0,0,0,6,12,000
1,1,1,7,12,111
0,0,0,8,12,000
1,1,1,9,12,111
0,0,0,10,12,000
1,1,1,11,12,111
0,0,0,12,12,000
1,1,1,13,12,111
0,0,0,14,12,000
1,1,1,15,12,111
0,0,0,16,12,000
1,1,1,17,12,111
0,0,0,18,12,000
1,1,1,19,12,111
0,0,0,20,12,000
1,1,1,21,12,111
0,0,0,22,12,000
1,1,1,23,12,111
0,0,0,24,12,000
1,1,1,25,12,111
0,0,0,26,12,000
1,1,1,27,12,111
0,0,0,28,12,000
1,1,1,29,12,111
0,0,0,30,12,000
1,1,1,31,12,111
0,0,0,32,12,000
1,1,1,33,12,111
0,0,0,34,12,000
1,1,1,35,12,111
0,0,0,36,12,000
1,1,1,37,12,111
0,0,0,38,12,000
1,1,1,39,12,111
0,0,0,40,12,000
1,1,1,41,12,111
0,0,0,42,12,000
1,1,1,43,12,111
0,0,0,44,12,000
1,1,1,45,12,111
0,0,0,46,12,000
1,1,1,47,12,111
0,0,0,48,12,000
1,1,1,49,12,111
0,0,0,50,12,000
1,1,1,51,12,111
0,0,0,52,12,000
