A,B,Step,InitCondNum,State
1,0,75,2,10
1,0,76,2,10
1,0,77,2,10
1,0,78,2,10
1,0,79,2,10
1,0,80,2,10
1,0,81,2,10
1,0,82,2,10
1,0,83,2,10
1,0,84,2,10
1,0,85,2,10
1,0,86,2,10
1,0,87,2,10
1,0,88,2,10
1,0,89,2,10
1,0,90,2,10
1,0,91,2,10
1,0,92,2,10
1,0,93,2,10
1,0,94,2,10
1,0,95,2,10
1,0,96,2,10
1,0,97,2,10
1,0,98,2,10
1,0,99,2,10
1,0,100,2,10
1,0,101,2,10
1,0,1,3,10
1,0,2,3,10
1,0,3,3,10
1,0,4,3,10
1,0,5,3,10
1,0,6,3,10
1,0,7,3,10
1,0,8,3,10
1,0,9,3,10
1,0,10,3,10
1,0,11,3,10
1,0,12,3,10
1,0,13,3,10
1,0,14,3,10
1,0,15,3,10
1,0,16,3,10
1,0,17,3,10
1,0,18,3,10
1,0,19,3,10
1,0,20,3,10
1,0,21,3,10
1,0,22,3,10
1,0,23,3,10
1,0,24,3,10
1,0,25,3,10
1,0,26,3,10
1,0,27,3,10
1,0,28,3,10
1,0,29,3,10
1,0,30,3,10
1,0,31,3,10
1,0,32,3,10
1,0,33,3,10
1,0,34,3,10
1,0,35,3,10
1,0,36,3,10
1,0,37,3,10
1,0,38,3,10
1,0,39,3,10
1,0,40,3,10
1,0,41,3,10
1,0,42,3,10
1,0,43,3,10
1,0,44,3,10
1,0,45,3,10
1,0,46,3,10
1,0,47,3,10
1,0,48,3,10
1,0,49,3,10
1,0,50,3,10
1,0,51,3,10
1,0,52,3,10
1,0,53,3,10
1,0,54,3,10
1,0,55,3,10
1,0,56,3,10
1,0,57,3,10
1,0,58,3,10
1,0,59,3,10
1,0,60,3,10
1,0,61,3,10
1,0,62,3,10
1,0,63,3,10
1,0,64,3,10
1,0,65,3,10
1,0,66,3,10
1,0,67,3,10
1,0,68,3,10
1,0,69,3,10
1,0,70,3,10
1,0,71,3,10
1,0,72,3,10
1,0,73,3,10
1,0,74,3,10
1,0,75,3,10
1,0,76,3,10
1,0,77,3,10
1,0,78,3,10
1,0,79,3,10
1,0,80,3,10
1,0,81,3,10
1,0,82,3,10
1,0,83,3,10
1,0,84,3,10
1,0,85,3,10
1,0,86,3,10
1,0,87,3,10
1,0,88,3,10
1,0,89,3,10
1,0,90,3,10
1,0,91,3,10
1,0,92,3,10
1,0,93,3,10
1,0,94,3,10
1,0,95,3,10
1,0,96,3,10
1,0,97,3,10
1,0,98,3,10
1,0,99,3,10
1,0,100,3,10
1,0,101,3,10
0,1,1,4,01
0,1,2,4,01
0,1,3,4,01
0,1,4,4,01
0,1,5,4,01
0,1,6,4,01
0,1,7,4,01
0,1,8,4,01
0,1,9,4,01
0,1,10,4,01
0,1,11,4,01
0,1,12,4,01
0,1,13,4,01
0,1,14,4,01
0,1,15,4,01
0,1,16,4,01
0,1,17,4,01
0,1,18,4,01
0,1,19,4,01
0,1,20,4,01
0,1,21,4,01
0,1,22,4,01
0,1,23,4,01
0,1,24,4,01
0,1,25,4,01
0,1,26,4,01
0,1,27,4,01
0,1,28,4,01
0,1,29,4,01
0,1,30,4,01
0,1,31,4,01
0,1,32,4,01
0,1,33,4,01
0,1,34,4,01
0,1,35,4,01
0,1,36,4,01
0,1,37,4,01
0,1,38,4,01
0,1,39,4,01
0,1,40,4,01
0,1,41,4,01
0,1,42,4,01
0,1,43,4,01
0,1,44,4,01
0,1,45,4,01
0,1,46,4,01
0,1,47,4,01
0,1,48,4,01
0,1,49,4,01
0,1,50,4,01
0,1,51,4,01
0,1,52,4,01
0,1,53,4,01
0,1,54,4,01
0,1,55,4,01
0,1,56,4,01
0,1,57,4,01
0,1,58,4,01
0,1,59,4,01
0,1,60,4,01
0,1,61,4,01
0,1,62,4,01
0,1,63,4,01
0,1,64,4,01
0,1,65,4,01
0,1,66,4,01
0,1,67,4,01
0,1,68,4,01
0,1,69,4,01
0,1,70,4,01
0,1,71,4,01
0,1,72,4,01
0,1,73,4,01
0,1,74,4,01
0,1,75,4,01
0,1,76,4,01
0,1,77,4,01
0,1,78,4,01
0,1,79,4,01
0,1,80,4,01
0,1,81,4,01
0,1,82,4,01
0,1,83,4,01
0,1,84,4,01
0,1,85,4,01
0,1,86,4,01
0,1,87,4,01
0,1,88,4,01
0,1,89,4,01
0,1,90,4,01
0,1,91,4,01
0,1,92,4,01
0,1,93,4,01
0,1,94,4,01
0,1,95,4,01
0,1,96,4,01
0,1,97,4,01
0,1,98,4,01
0,1,99,4,01
0,1,100,4,01
0,1,101,4,01
1,0,1,5,10
1,0,2,5,10
1,0,3,5,10
1,0,4,5,10
1,0,5,5,10
1,0,6,5,10
1,0,7,5,10
1,0,8,5,10
1,0,9,5,10
1,0,10,5,10
1,0,11,5,10
1,0,12,5,10
1,0,13,5,10
1,0,14,5,10
1,0,15,5,10
1,0,16,5,10
1,0,17,5,10
1,0,18,5,10
1,0,19,5,10
1,0,20,5,10
1,0,21,5,10
1,0,22,5,10
1,0,23,5,10
1,0,24,5,10
1,0,25,5,10
1,0,26,5,10
1,0,27,5,10
1,0,28,5,10
1,0,29,5,10
1,0,30,5,10
1,0,31,5,10
1,0,32,5,10
1,0,33,5,10
1,0,34,5,10
1,0,35,5,10
1,0,36,5,10
1,0,37,5,10
1,0,38,5,10
1,0,39,5,10
1,0,40,5,10
1,0,41,5,10
1,0,42,5,10
1,0,43,5,10
1,0,44,5,10
1,0,45,5,10
1,0,46,5,10
1,0,47,5,10
1,0,48,5,10
1,0,49,5,10
1,0,50,5,10
1,0,51,5,10
1,0,52,5,10
1,0,53,5,10
1,0,54,5,10
1,0,55,5,10
1,0,56,5,10
1,0,57,5,10
1,0,58,5,10
1,0,59,5,10
1,0,60,5,10
1,0,61,5,10
1,0,62,5,10
1,0,63,5,10
1,0,64,5,10
1,0,65,5,10
1,0,66,5,10
1,0,67,5,10
1,0,68,5,10
1,0,69,5,10
1,0,70,5,10
1,0,71,5,10
1,0,72,5,10
1,0,73,5,10
1,0,74,5,10
1,0,75,5,10
1,0,76,5,10
1,0,77,5,10
1,0,78,5,10
1,0,79,5,10
1,0,80,5,10
1,0,81,5,10
1,0,82,5,10
1,0,83,5,10
1,0,84,5,10
1,0,85,5,10
1,0,86,5,10
1,0,87,5,10
1,0,88,5,10
1,0,89,5,10
1,0,90,5,10
1,0,91,5,10
1,0,92,5,10
1,0,93,5,10
1,0,94,5,10
1,0,95,5,10
1,0,96,5,10
1,0,97,5,10
1,0,98,5,10
1,0,99,5,10
1,0,100,5,10
1,0,101,5,10
1,1,1,6,11
0,0,2,6,00
1,1,3,6,11
0,0,4,6,00
1,1,5,6,11
0,0,6,6,00
1,1,7,6,11
0,0,8,6,00
1,1,9,6,11
0,0,10,6,00
1,1,11,6,11
0,0,12,6,00
1,1,13,6,11
0,0,14,6,00
1,1,15,6,11
0,0,16,6,00
1,1,17,6,11
0,0,18,6,00
1,1,19,6,11
0,0,20,6,00
1,1,21,6,11
0,0,22,6,00
1,1,23,6,11
0,0,24,6,00
1,1,25,6,11
0,0,26,6,00
1,1,27,6,11
0,0,28,6,00
1,1,29,6,11
0,0,30,6,00
1,1,31,6,11
0,0,32,6,00
1,1,33,6,11
0,0,34,6,00
1,1,35,6,11
0,0,36,6,00
1,1,37,6,11
0,0,38,6,00
1,1,39,6,11
0,0,40,6,00
1,1,41,6,11
0,0,42,6,00
1,1,43,6,11
0,0,44,6,00
1,1,45,6,11
0,0,46,6,00
1,1,47,6,11
0,0,48,6,00
1,1,49,6,11
0,0,50,6,00
1,1,51,6,11
0,0,52,6,00
1,1,53,6,11
0,0,54,6,00
1,1,55,6,11
0,0,56,6,00
1,1,57,6,11
0,0,58,6,00
1,1,59,6,11
0,0,60,6,00
1,1,61,6,11
0,0,62,6,00
1,1,63,6,11
0,0,64,6,00
1,1,65,6,11
0,0,66,6,00
1,1,67,6,11
0,0,68,6,00
1,1,69,6,11
0,0,70,6,00
1,1,71,6,11
0,0,72,6,00
1,1,73,6,11
0,0,74,6,00
1,1,75,6,11
0,0,76,6,00
1,1,77,6,11
0,0,78,6,00
1,1,79,6,11
0,0,80,6,00
1,1,81,6,11
0,0,82,6,00
1,1,83,6,11
0,0,84,6,00
1,1,85,6,11
0,0,86,6,00
1,1,87,6,11
0,0,88,6,00
1,1,89,6,11
0,0,90,6,00
1,1,91,6,11
0,0,92,6,00
1,1,93,6,11
0,0,94,6,00
1,1,95,6,11
0,0,96,6,00
1,1,97,6,11
0,0,98,6,00
1,1,99,6,11
0,0,100,6,00
1,1,101,6,11
1,0,1,7,10
1,0,2,7,10
1,0,3,7,10
1,0,4,7,10
1,0,5,7,10
1,0,6,7,10
1,0,7,7,10
1,0,8,7,10
1,0,9,7,10
1,0,10,7,10
1,0,11,7,10
1,0,12,7,10
1,0,13,7,10
1,0,14,7,10
1,0,15,7,10
1,0,16,7,10
1,0,17,7,10
1,0,18,7,10
1,0,19,7,10
1,0,20,7,10
1,0,21,7,10
1,0,22,7,10
1,0,23,7,10
1,0,24,7,10
1,0,25,7,10
1,0,26,7,10
1,0,27,7,10
1,0,28,7,10
1,0,29,7,10
1,0,30,7,10
1,0,31,7,10
1,0,32,7,10
1,0,33,7,10
1,0,34,7,10
1,0,35,7,10
1,0,36,7,10
1,0,37,7,10
1,0,38,7,10
1,0,39,7,10
1,0,40,7,10
1,0,41,7,10
1,0,42,7,10
1,0,43,7,10
1,0,44,7,10
1,0,45,7,10
1,0,46,7,10
1,0,47,7,10
1,0,48,7,10
1,0,49,7,10
1,0,50,7,10
1,0,51,7,10
1,0,52,7,10
1,0,53,7,10
1,0,54,7,10
1,0,55,7,10
1,0,56,7,10
1,0,57,7,10
1,0,58,7,10
1,0,59,7,10
1,0,60,7,10
1,0,61,7,10
1,0,62,7,10
1,0,63,7,10
1,0,64,7,10
1,0,65,7,10
1,0,66,7,10
1,0,67,7,10
1,0,68,7,10
1,0,69,7,10
1,0,70,7,10
1,0,71,7,10
1,0,72,7,10
1,0,73,7,10
1,0,74,7,10
1,0,75,7,10
1,0,76,7,10
1,0,77,7,10
1,0,78,7,10
1,0,79,7,10
1,0,80,7,10
1,0,81,7,10
1,0,82,7,10
1,0,83,7,10
1,0,84,7,10
1,0,85,7,10
1,0,86,7,10
1,0,87,7,10
1,0,88,7,10
1,0,89,7,10
1,0,90,7,10
1,0,91,7,10
1,0,92,7,10
1,0,93,7,10
1,0,94,7,10
1,0,95,7,10
1,0,96,7,10
1,0,97,7,10
1,0,98,7,10
1,0,99,7,10
1,0,100,7,10
1,0,101,7,10
0,1,1,8,01
0,1,2,8,01
0,1,3,8,01
0,1,4,8,01
0,1,5,8,01
0,1,6,8,01
0,1,7,8,01
0,1,8,8,01
0,1,9,8,01
0,1,10,8,01
0,1,11,8,01
0,1,12,8,01
0,1,13,8,01
0,1,14,8,01
0,1,15,8,01
0,1,16,8,01
0,1,17,8,01
0,1,18,8,01
0,1,19,8,01
0,1,20,8,01
0,1,21,8,01
0,1,22,8,01
0,1,23,8,01
0,1,24,8,01
0,1,25,8,01
0,1,26,8,01
0,1,27,8,01
0,1,28,8,01
0,1,29,8,01
0,1,30,8,01
0,1,31,8,01
0,1,32,8,01
0,1,33,8,01
0,1,34,8,01
0,1,35,8,01
0,1,36,8,01
0,1,37,8,01
0,1,38,8,01
0,1,39,8,01
0,1,40,8,01
0,1,41,8,01
0,1,42,8,01
0,1,43,8,01
0,1,44,8,01
0,1,45,8,01
0,1,46,8,01
0,1,47,8,01
0,1,48,8,01
0,1,49,8,01
0,1,50,8,01
0,1,51,8,01
0,1,52,8,01
0,1,53,8,01
0,1,54,8,01
0,1,55,8,01
0,1,56,8,01
0,1,57,8,01
0,1,58,8,01
0,1,59,8,01
0,1,60,8,01
0,1,61,8,01
0,1,62,8,01
0,1,63,8,01
0,1,64,8,01
0,1,65,8,01
0,1,66,8,01
0,1,67,8,01
0,1,68,8,01
0,1,69,8,01
0,1,70,8,01
0,1,71,8,01
0,1,72,8,01
0,1,73,8,01
0,1,74,8,01
0,1,75,8,01
0,1,76,8,01
0,1,77,8,01
0,1,78,8,01
0,1,79,8,01
0,1,80,8,01
0,1,81,8,01
0,1,82,8,01
0,1,83,8,01
0,1,84,8,01
0,1,85,8,01
0,1,86,8,01
0,1,87,8,01
0,1,88,8,01
0,1,89,8,01
0,1,90,8,01
0,1,91,8,01
0,1,92,8,01
0,1,93,8,01
0,1,94,8,01
0,1,95,8,01
0,1,96,8,01
0,1,97,8,01
0,1,98,8,01
0,1,99,8,01
0,1,100,8,01
0,1,101,8,01
0,0,1,9,00
1,1,2,9,11
0,0,3,9,00
1,1,4,9,11
0,0,5,9,00
1,1,6,9,11
0,0,7,9,00
1,1,8,9,11
0,0,9,9,00
1,1,10,9,11
0,0,11,9,00
1,1,12,9,11
0,0,13,9,00
1,1,14,9,11
0,0,15,9,00
1,1,16,9,11
0,0,17,9,00
1,1,18,9,11
0,0,19,9,00
1,1,20,9,11
0,0,21,9,00
1,1,22,9,11
0,0,23,9,00
1,1,24,9,11
0,0,25,9,00
1,1,26,9,11
0,0,27,9,00
1,1,28,9,11
0,0,29,9,00
1,1,30,9,11
0,0,31,9,00
1,1,32,9,11
0,0,33,9,00
1,1,34,9,11
0,0,35,9,00
1,1,36,9,11
0,0,37,9,00
1,1,38,9,11
0,0,39,9,00
1,1,40,9,11
0,0,41,9,00
1,1,42,9,11
0,0,43,9,00
1,1,44,9,11
0,0,45,9,00
1,1,46,9,11
0,0,47,9,00
1,1,48,9,11
0,0,49,9,00
1,1,50,9,11
0,0,51,9,00
1,1,52,9,11
0,0,53,9,00
1,1,54,9,11
0,0,55,9,00
1,1,56,9,11
0,0,57,9,00
1,1,58,9,11
0,0,59,9,00
1,1,60,9,11
0,0,61,9,00
1,1,62,9,11
0,0,63,9,00
1,1,64,9,11
0,0,65,9,00
1,1,66,9,11
0,0,67,9,00
1,1,68,9,11
0,0,69,9,00
1,1,70,9,11
0,0,71,9,00
1,1,72,9,11
0,0,73,9,00
1,1,74,9,11
0,0,75,9,00
1,1,76,9,11
0,0,77,9,00
1,1,78,9,11
0,0,79,9,00
1,1,80,9,11
0,0,81,9,00
1,1,82,9,11
0,0,83,9,00
1,1,84,9,11
0,0,85,9,00
1,1,86,9,11
0,0,87,9,00
1,1,88,9,11
0,0,89,9,00
1,1,90,9,11
0,0,91,9,00
1,1,92,9,11
0,0,93,9,00
1,1,94,9,11
0,0,95,9,00
1,1,96,9,11
0,0,97,9,00
1,1,98,9,11
0,0,99,9,00
1,1,100,9,11
0,0,101,9,00
0,1,1,10,01
0,1,2,10,01
0,1,3,10,01
0,1,4,10,01
0,1,5,10,01
0,1,6,10,01
0,1,7,10,01
0,1,8,10,01
0,1,9,10,01
0,1,10,10,01
0,1,11,10,01
0,1,12,10,01
0,1,13,10,01
0,1,14,10,01
0,1,15,10,01
0,1,16,10,01
0,1,17,10,01
0,1,18,10,01
0,1,19,10,01
0,1,20,10,01
0,1,21,10,01
0,1,22,10,01
0,1,23,10,01
0,1,24,10,01
0,1,25,10,01
0,1,26,10,01
0,1,27,10,01
0,1,28,10,01
0,1,29,10,01
0,1,30,10,01
0,1,31,10,01
0,1,32,10,01
0,1,33,10,01
0,1,34,10,01
0,1,35,10,01
0,1,36,10,01
0,1,37,10,01
0,1,38,10,01
0,1,39,10,01
0,1,40,10,01
0,1,41,10,01
0,1,42,10,01
0,1,43,10,01
0,1,44,10,01
0,1,45,10,01
0,1,46,10,01
0,1,47,10,01
0,1,48,10,01
0,1,49,10,01
0,1,50,10,01
0,1,51,10,01
0,1,52,10,01
0,1,53,10,01
0,1,54,10,01
0,1,55,10,01
0,1,56,10,01
0,1,57,10,01
0,1,58,10,01
0,1,59,10,01
0,1,60,10,01
0,1,61,10,01
0,1,62,10,01
0,1,63,10,01
0,1,64,10,01
0,1,65,10,01
0,1,66,10,01
0,1,67,10,01
0,1,68,10,01
0,1,69,10,01
0,1,70,10,01
0,1,71,10,01
0,1,72,10,01
0,1,73,10,01
0,1,74,10,01
0,1,75,10,01
0,1,76,10,01
0,1,77,10,01
0,1,78,10,01
0,1,79,10,01
0,1,80,10,01
0,1,81,10,01
0,1,82,10,01
0,1,83,10,01
0,1,84,10,01
0,1,85,10,01
0,1,86,10,01
0,1,87,10,01
0,1,88,10,01
0,1,89,10,01
0,1,90,10,01
0,1,91,10,01
0,1,92,10,01
0,1,93,10,01
0,1,94,10,01
0,1,95,10,01
0,1,96,10,01
0,1,97,10,01
0,1,98,10,01
0,1,99,10,01
0,1,100,10,01
0,1,101,10,01
1,0,1,11,10
1,0,2,11,10
1,0,3,11,10
1,0,4,11,10
1,0,5,11,10
1,0,6,11,10
1,0,7,11,10
1,0,8,11,10
1,0,9,11,10
1,0,10,11,10
1,0,11,11,10
1,0,12,11,10
1,0,13,11,10
1,0,14,11,10
1,0,15,11,10
1,0,16,11,10
1,0,17,11,10
1,0,18,11,10
1,0,19,11,10
1,0,20,11,10
1,0,21,11,10
1,0,22,11,10
1,0,23,11,10
1,0,24,11,10
1,0,25,11,10
1,0,26,11,10
1,0,27,11,10
1,0,28,11,10
1,0,29,11,10
1,0,30,11,10
1,0,31,11,10
1,0,32,11,10
1,0,33,11,10
1,0,34,11,10
1,0,35,11,10
1,0,36,11,10
1,0,37,11,10
1,0,38,11,10
1,0,39,11,10
1,0,40,11,10
1,0,41,11,10
1,0,42,11,10
1,0,43,11,10
1,0,44,11,10
1,0,45,11,10
1,0,46,11,10
1,0,47,11,10
1,0,48,11,10
1,0,49,11,10
1,0,50,11,10
1,0,51,11,10
1,0,52,11,10
1,0,53,11,10
1,0,54,11,10
1,0,55,11,10
1,0,56,11,10
1,0,57,11,10
1,0,58,11,10
1,0,59,11,10
1,0,60,11,10
1,0,61,11,10
1,0,62,11,10
1,0,63,11,10
1,0,64,11,10
1,0,65,11,10
1,0,66,11,10
1,0,67,11,10
1,0,68,11,10
1,0,69,11,10
1,0,70,11,10
1,0,71,11,10
1,0,72,11,10
1,0,73,11,10
1,0,74,11,10
1,0,75,11,10
1,0,76,11,10
1,0,77,11,10
1,0,78,11,10
1,0,79,11,10
1,0,80,11,10
1,0,81,11,10
1,0,82,11,10
1,0,83,11,10
1,0,84,11,10
1,0,85,11,10
1,0,86,11,10
1,0,87,11,10
1,0,88,11,10
1,0,89,11,10
1,0,90,11,10
1,0,91,11,10
1,0,92,11,10
1,0,93,11,10
1,0,94,11,10
1,0,95,11,10
1,0,96,11,10
1,0,97,11,10
1,0,98,11,10
1,0,99,11,10
1,0,100,11,10
1,0,101,11,10
0,1,1,12,01
0,1,2,12,01
0,1,3,12,01
0,1,4,12,01
0,1,5,12,01
0,1,6,12,01
0,1,7,12,01
0,1,8,12,01
0,1,9,12,01
0,1,10,12,01
0,1,11,12,01
0,1,12,12,01
0,1,13,12,01
0,1,14,12,01
0,1,15,12,01
0,1,16,12,01
0,1,17,12,01
0,1,18,12,01
0,1,19,12,01
0,1,20,12,01
0,1,21,12,01
0,1,22,12,01
0,1,23,12,01
0,1,24,12,01
0,1,25,12,01
0,1,26,12,01
0,1,27,12,01
0,1,28,12,01
0,1,29,12,01
0,1,30,12,01
0,1,31,12,01
0,1,32,12,01
0,1,33,12,01
0,1,34,12,01
0,1,35,12,01
0,1,36,12,01
0,1,37,12,01
0,1,38,12,01
0,1,39,12,01
0,1,40,12,01
0,1,41,12,01
0,1,42,12,01
0,1,43,12,01
0,1,44,12,01
0,1,45,12,01
0,1,46,12,01
0,1,47,12,01
0,1,48,12,01
0,1,49,12,01
0,1,50,12,01
0,1,51,12,01
0,1,52,12,01
0,1,53,12,01
0,1,54,12,01
0,1,55,12,01
0,1,56,12,01
0,1,57,12,01
0,1,58,12,01
0,1,59,12,01
0,1,60,12,01
0,1,61,12,01
0,1,62,12,01
0,1,63,12,01
0,1,64,12,01
0,1,65,12,01
0,1,66,12,01
0,1,67,12,01
0,1,68,12,01
0,1,69,12,01
0,1,70,12,01
0,1,71,12,01
0,1,72,12,01
0,1,73,12,01
0,1,74,12,01
0,1,75,12,01
0,1,76,12,01
0,1,77,12,01
0,1,78,12,01
0,1,79,12,01
0,1,80,12,01
0,1,81,12,01
0,1,82,12,01
0,1,83,12,01
0,1,84,12,01
0,1,85,12,01
0,1,86,12,01
0,1,87,12,01
0,1,88,12,01
0,1,89,12,01
0,1,90,12,01
0,1,91,12,01
0,1,92,12,01
0,1,93,12,01
0,1,94,12,01
0,1,95,12,01
0,1,96,12,01
0,1,97,12,01
0,1,98,12,01
0,1,99,12,01
0,1,100,12,01
0,1,101,12,01
1,0,1,13,10
1,0,2,13,10
1,0,3,13,10
1,0,4,13,10
1,0,5,13,10
1,0,6,13,10
1,0,7,13,10
1,0,8,13,10
1,0,9,13,10
1,0,10,13,10
1,0,11,13,10
1,0,12,13,10
1,0,13,13,10
1,0,14,13,10
1,0,15,13,10
1,0,16,13,10
1,0,17,13,10
1,0,18,13,10
1,0,19,13,10
1,0,20,13,10
1,0,21,13,10
1,0,22,13,10
1,0,23,13,10
1,0,24,13,10
1,0,25,13,10
1,0,26,13,10
1,0,27,13,10
1,0,28,13,10
1,0,29,13,10
1,0,30,13,10
1,0,31,13,10
1,0,32,13,10
1,0,33,13,10
1,0,34,13,10
1,0,35,13,10
1,0,36,13,10
1,0,37,13,10
1,0,38,13,10
1,0,39,13,10
1,0,40,13,10
1,0,41,13,10
1,0,42,13,10
1,0,43,13,10
1,0,44,13,10
1,0,45,13,10
1,0,46,13,10
1,0,47,13,10
1,0,48,13,10
1,0,49,13,10
1,0,50,13,10
1,0,51,13,10
1,0,52,13,10
1,0,53,13,10
1,0,54,13,10
1,0,55,13,10
1,0,56,13,10
1,0,57,13,10
1,0,58,13,10
1,0,59,13,10
1,0,60,13,10
1,0,61,13,10
1,0,62,13,10
1,0,63,13,10
1,0,64,13,10
1,0,65,13,10
1,0,66,13,10
1,0,67,13,10
1,0,68,13,10
1,0,69,13,10
1,0,70,13,10
1,0,71,13,10
1,0,72,13,10
1,0,73,13,10
1,0,74,13,10
1,0,75,13,10
1,0,76,13,10
1,0,77,13,10
1,0,78,13,10
1,0,79,13,10
1,0,80,13,10
1,0,81,13,10
1,0,82,13,10
1,0,83,13,10
1,0,84,13,10
1,0,85,13,10
1,0,86,13,10
1,0,87,13,10
1,0,88,13,10
1,0,89,13,10
1,0,90,13,10
1,0,91,13,10
1,0,92,13,10
1,0,93,13,10
1,0,94,13,10
1,0,95,13,10
1,0,96,13,10
1,0,97,13,10
1,0,98,13,10
1,0,99,13,10
1,0,100,13,10
1,0,101,13,10
1,0,1,14,10
1,0,2,14,10
1,0,3,14,10
1,0,4,14,10
1,0,5,14,10
1,0,6,14,10
1,0,7,14,10
1,0,8,14,10
1,0,9,14,10
1,0,10,14,10
1,0,11,14,10
1,0,12,14,10
1,0,13,14,10
1,0,14,14,10
1,0,15,14,10
1,0,16,14,10
1,0,17,14,10
1,0,18,14,10
1,0,19,14,10
1,0,20,14,10
1,0,21,14,10
1,0,22,14,10
1,0,23,14,10
1,0,24,14,10
1,0,25,14,10
1,0,26,14,10
1,0,27,14,10
1,0,28,14,10
1,0,29,14,10
1,0,30,14,10
1,0,31,14,10
1,0,32,14,10
1,0,33,14,10
1,0,34,14,10
1,0,35,14,10
1,0,36,14,10
1,0,37,14,10
1,0,38,14,10
1,0,39,14,10
1,0,40,14,10
1,0,41,14,10
1,0,42,14,10
1,0,43,14,10
1,0,44,14,10
1,0,45,14,10
1,0,46,14,10
1,0,47,14,10
1,0,48,14,10
1,0,49,14,10
1,0,50,14,10
1,0,51,14,10
1,0,52,14,10
1,0,53,14,10
1,0,54,14,10
1,0,55,14,10
1,0,56,14,10
1,0,57,14,10
1,0,58,14,10
1,0,59,14,10
1,0,60,14,10
1,0,61,14,10
1,0,62,14,10
1,0,63,14,10
1,0,64,14,10
1,0,65,14,10
1,0,66,14,10
1,0,67,14,10
1,0,68,14,10
1,0,69,14,10
1,0,70,14,10
1,0,71,14,10
1,0,72,14,10
1,0,73,14,10
1,0,74,14,10
1,0,75,14,10
1,0,76,14,10
1,0,77,14,10
1,0,78,14,10
1,0,79,14,10
1,0,80,14,10
1,0,81,14,10
1,0,82,14,10
1,0,83,14,10
